ID;Age;Overall;Value;Wage;Height;Weight;FKAccuracy;SprintSpeed;Stamina;Strength
237383;19;67;€1.5M;€7K;6'3;165lbs;36;55;55;63
173895;29;67;€625K;€4K;6'2;198lbs;19;52;40;68
206408;27;67;€825K;€8K;6'2;181lbs;38;53;48;83
214600;34;67;€230K;€1K;6'1;172lbs;50;45;47;80
224584;24;67;€975K;€8K;5'5;148lbs;48;85;57;38
227656;24;67;€1M;€8K;5'10;154lbs;39;78;53;65
229448;21;67;€1.1M;€2K;6'0;165lbs;30;82;65;74
229704;23;67;€850K;€2K;6'0;172lbs;10;45;32;28
237640;19;67;€1.6M;€3K;5'10;150lbs;47;75;68;61
190792;28;67;€625K;€4K;6'0;185lbs;14;46;18;63
192840;28;67;€800K;€2K;6'6;207lbs;53;53;61;92
209737;30;67;€575K;€5K;5'8;154lbs;70;55;54;63
213577;26;67;€900K;€4K;6'0;170lbs;45;73;80;65
229705;20;67;€1.1M;€3K;6'0;157lbs;28;64;68;67
165449;31;67;€525K;€3K;6'0;179lbs;57;48;74;78
199498;25;67;€900K;€16K;5'11;165lbs;59;84;79;67
224330;24;67;€1.1M;€3K;5'5;157lbs;46;85;73;55
233034;23;67;€975K;€4K;6'0;170lbs;46;51;70;70
233290;21;67;€1.3M;€1K;6'0;176lbs;58;82;67;65
188490;28;67;€750K;€4K;5'10;152lbs;57;73;84;72
204619;26;67;€925K;€6K;6'0;159lbs;53;72;72;68
223307;22;67;€1M;€3K;5'10;152lbs;38;75;86;70
234827;21;67;€1.2M;€3K;6'3;179lbs;29;64;64;78
243787;22;67;€925K;€3K;6'1;165lbs;44;68;80;70
205388;28;67;€700K;€3K;5'10;165lbs;52;69;82;59
205644;26;67;€825K;€2K;5'7;159lbs;65;77;71;59
209484;24;67;€1M;€12K;6'0;181lbs;45;91;62;75
230220;34;67;€230K;€9K;6'2;170lbs;73;57;44;82
238924;28;67;€800K;€4K;6'1;174lbs;44;77;84;84
239437;25;67;€900K;€1K;5'10;154lbs;45;75;55;69
208974;25;67;€900K;€10K;5'7;148lbs;48;74;67;62
214094;30;67;€725K;€1K;5'9;170lbs;67;73;64;62
222798;26;67;€900K;€2K;5'10;154lbs;34;75;73;63
223566;23;67;€825K;€3K;6'1;179lbs;40;71;64;74
224846;21;67;€950K;€1K;6'1;179lbs;17;45;38;66
227150;24;67;€900K;€3K;6'2;165lbs;65;54;68;65
231502;26;67;€975K;€3K;5'11;163lbs;41;77;75;62
174670;29;67;€750K;€3K;5'7;154lbs;58;77;82;73
178766;31;67;€ 0;€ 0;6'0;163lbs;24;19;29;24
182094;31;67;€525K;€5K;6'0;168lbs;42;60;85;67
184142;34;67;€230K;€4K;6'0;176lbs;64;65;51;78
193358;32;67;€575K;€2K;5'8;159lbs;63;65;70;35
193870;30;67;€575K;€2K;6'4;172lbs;13;45;36;67
237647;21;67;€1.1M;€3K;5'10;154lbs;66;70;54;65
241743;25;67;€950K;€3K;6'0;154lbs;62;66;71;61
241999;24;67;€850K;€2K;6'4;194lbs;32;55;56;85
202064;33;67;€475K;€1K;5'6;154lbs;65;74;66;59
151376;35;67;€160K;€1K;5'9;159lbs;56;67;79;68
233808;22;67;€1.2M;€13K;6'0;165lbs;49;66;66;71
236368;20;67;€1.7M;€1K;6'0;152lbs;42;58;72;65
177488;30;67;€575K;€3K;6'2;194lbs;51;65;82;80
182096;30;67;€725K;€7K;5'10;165lbs;67;75;70;67
206161;26;67;€725K;€13K;6'0;176lbs;40;64;56;62
211793;25;67;€775K;€3K;6'5;192lbs;27;68;67;82
229713;24;67;€900K;€2K;5'10;165lbs;25;81;73;74
233809;21;67;€1.3M;€12K;6'0;172lbs;50;63;59;73
241489;19;67;€1.1M;€3K;6'1;176lbs;45;59;68;70
179537;27;67;€775K;€2K;5'11;159lbs;60;51;72;76
245841;23;67;€1M;€3K;6'2;192lbs;36;55;63;80
183377;28;67;€700K;€2K;6'2;190lbs;20;50;62;78
53073;35;67;€180K;€2K;5'10;154lbs;40;46;80;60
204626;24;67;€900K;€2K;5'11;157lbs;37;73;76;69
204882;24;67;€975K;€10K;5'8;148lbs;41;78;77;63
226130;21;67;€1M;€4K;5'10;154lbs;39;70;62;77
230994;24;67;€950K;€2K;5'9;152lbs;41;67;84;51
238674;22;67;€800K;€1K;6'1;170lbs;12;15;25;48
187218;28;67;€650K;€10K;6'0;174lbs;14;44;39;55
212819;29;67;€750K;€5K;5'10;157lbs;54;93;91;67
215379;24;67;€900K;€3K;6'0;176lbs;41;61;78;73
162899;33;67;€300K;€4K;6'0;163lbs;52;53;74;76
229971;22;67;€950K;€3K;6'0;165lbs;46;74;80;73
199764;27;67;€675K;€6K;6'0;190lbs;13;42;39;54
213588;31;67;€475K;€3K;6'2;194lbs;14;20;18;68
229460;28;67;€775K;€2K;5'11;159lbs;43;69;59;61
191572;28;67;€600K;€6K;6'1;170lbs;67;75;67;65
192596;30;67;€575K;€3K;6'3;187lbs;35;55;55;81
201301;27;67;€725K;€3K;6'3;174lbs;28;44;69;77
210005;24;67;€850K;€5K;5'9;172lbs;61;80;76;72
214613;28;67;€800K;€4K;5'10;168lbs;34;90;69;70
229973;20;67;€1.2M;€4K;6'2;176lbs;63;67;74;78
192853;27;67;€800K;€2K;5'10;165lbs;36;92;69;57
203606;26;67;€900K;€5K;5'10;168lbs;68;65;63;67
215638;22;67;€1.1M;€4K;6'4;196lbs;31;58;71;81
219990;22;67;€1.1M;€2K;5'11;163lbs;46;70;79;60
220502;23;67;€1.1M;€2K;5'10;139lbs;43;52;55;37
226390;35;67;€180K;€4K;6'0;190lbs;58;40;60;84
201815;26;67;€775K;€2K;6'0;168lbs;32;78;69;71
234839;31;67;€525K;€5K;5'10;154lbs;48;66;74;67
237655;25;67;€1M;€1K;5'6;143lbs;72;82;64;39
179543;28;67;€600K;€2K;5'11;170lbs;51;79;85;71
199768;24;67;€975K;€3K;5'11;168lbs;58;64;64;64
201816;27;67;€650K;€1K;5'10;157lbs;13;72;73;68
211288;28;67;€700K;€2K;6'2;170lbs;23;52;56;72
219480;28;67;€625K;€7K;6'1;165lbs;37;62;73;67
231512;19;67;€1.5M;€5K;6'3;154lbs;42;81;71;74
167512;30;67;€725K;€4K;5'9;148lbs;56;91;68;67
242776;23;67;€900K;€4K;5'8;141lbs;57;85;67;48
190552;30;67;€725K;€3K;6'0;170lbs;60;64;74;70
202073;25;67;€775K;€3K;6'1;185lbs;37;67;74;78
53593;35;67;€180K;€3K;5'8;134lbs;66;51;46;66
139866;34;67;€230K;€5K;6'3;163lbs;12;34;33;75
216666;30;67;€550K;€2K;6'0;174lbs;28;70;74;79
221530;24;67;€975K;€2K;5'9;146lbs;56;68;34;61
157018;35;67;€180K;€2K;6'0;181lbs;13;27;35;66
159578;34;67;€400K;€5K;6'1;176lbs;29;62;75;79
225882;22;67;€ 0;€ 0;6'0;174lbs;29;68;65;73
190554;31;67;€525K;€3K;5'10;165lbs;45;64;64;67
198235;25;67;€900K;€11K;5'6;170lbs;62;88;78;54
203355;24;67;€975K;€4K;5'8;146lbs;63;88;64;60
218971;29;67;€ 0;€ 0;6'3;181lbs;11;42;30;68
223067;26;67;€875K;€4K;5'9;179lbs;41;77;80;72
225115;23;67;€1.1M;€13K;5'9;146lbs;51;75;69;65
227675;27;67;€800K;€17K;5'10;163lbs;54;86;72;57
228699;21;67;€1M;€4K;6'3;179lbs;65;54;73;79
242267;22;67;€1.3M;€2K;5'10;154lbs;42;73;89;65
202076;26;67;€725K;€3K;6'0;161lbs;30;70;74;74
200797;27;67;€700K;€3K;5'9;161lbs;48;69;80;71
223581;29;67;€600K;€3K;5'7;152lbs;55;68;82;61
138334;33;67;€475K;€3K;6'0;185lbs;69;52;49;65
230238;34;67;€230K;€7K;5'10;172lbs;43;50;67;72
170078;29;67;€575K;€4K;6'1;172lbs;25;85;79;72
237662;20;67;€1.1M;€2K;5'10;154lbs;44;76;85;61
238942;25;67;€850K;€3K;6'4;194lbs;31;62;70;85
182622;35;67;€180K;€1K;6'3;183lbs;17;23;40;72
206431;25;67;€975K;€6K;6'0;172lbs;50;83;72;74
210783;31;67;€525K;€8K;5'11;148lbs;26;64;68;77
229215;25;67;€925K;€3K;5'10;163lbs;57;68;65;60
237407;18;67;€1.4M;€1K;6'0;165lbs;60;67;74;63
181343;30;67;€550K;€7K;5'9;163lbs;65;70;68;58
229728;23;67;€1.2M;€3K;6'2;190lbs;42;74;70;83
237152;20;67;€1.2M;€2K;6'1;161lbs;43;71;70;66
193376;32;67;€600K;€3K;5'10;168lbs;65;78;72;56
209761;27;67;€725K;€3K;6'0;170lbs;24;58;64;74
213089;23;67;€1.1M;€5K;5'10;157lbs;50;90;65;56
225121;23;67;€1.1M;€3K;5'9;150lbs;57;72;72;66
233057;21;67;€1.5M;€4K;5'10;170lbs;58;68;76;62
204386;26;67;€725K;€4K;5'10;159lbs;37;70;73;63
223330;25;67;€950K;€2K;5'11;165lbs;62;79;90;67
227170;23;67;€975K;€1K;5'10;143lbs;32;66;80;60
224611;29;67;€750K;€7K;6'1;157lbs;36;75;68;76
226403;36;67;€100K;€3K;6'1;183lbs;16;50;36;72
226659;30;67;€725K;€6K;6'1;154lbs;49;76;69;76
173155;30;67;€700K;€13K;5'11;172lbs;67;89;87;76
182883;28;67;€800K;€7K;5'9;148lbs;31;82;73;71
186723;30;67;€725K;€3K;5'11;172lbs;40;82;62;70
193891;31;67;€675K;€4K;6'0;168lbs;69;66;51;71
204132;25;67;€900K;€5K;5'7;132lbs;46;88;65;32
204644;25;67;€950K;€2K;6'0;161lbs;57;85;61;57
207716;25;67;€850K;€11K;6'1;170lbs;34;59;77;78
221284;25;67;€800K;€7K;5'11;170lbs;28;68;82;76
225636;21;67;€900K;€3K;6'0;179lbs;35;68;67;74
231524;22;67;€1.1M;€7K;5'10;157lbs;73;61;74;67
176996;32;67;€600K;€3K;5'11;168lbs;72;65;81;64
242021;20;67;€1.2M;€3K;6'0;165lbs;58;67;73;64
242533;24;67;€875K;€2K;6'2;170lbs;21;58;60;74
190821;27;67;€850K;€2K;6'1;157lbs;58;63;71;74
194149;26;67;€925K;€3K;6'0;185lbs;61;63;78;80
205926;26;67;€750K;€3K;5'9;154lbs;64;78;73;56
218214;27;67;€825K;€11K;6'3;190lbs;29;67;70;86
230758;24;67;€1M;€2K;5'9;150lbs;57;70;49;39
178022;30;67;€500K;€3K;6'3;185lbs;14;47;28;67
194150;28;67;€525K;€4K;6'3;183lbs;12;48;36;60
190311;28;67;€800K;€5K;6'2;174lbs;56;85;68;78
204136;31;67;€675K;€3K;5'10;148lbs;57;45;55;65
210536;30;67;€725K;€7K;5'10;154lbs;40;87;71;62
226408;28;67;€775K;€6K;5'6;139lbs;60;84;62;38
243304;21;67;€850K;€4K;6'2;181lbs;11;28;22;58
173673;32;67;€575K;€4K;5'6;132lbs;65;61;65;60
197226;27;67;€825K;€3K;6'1;181lbs;74;76;67;62
198250;29;67;€600K;€7K;6'2;183lbs;40;66;71;72
52842;37;67;€260K;€6K;5'11;165lbs;77;42;34;69
190058;28;67;€800K;€6K;5'10;154lbs;56;58;73;64
191083;28;67;€800K;€2K;6'2;179lbs;33;52;66;83
205676;27;67;€625K;€3K;5'9;159lbs;25;71;90;70
211820;26;67;€725K;€18K;5'11;179lbs;36;88;74;78
215148;28;67;€600K;€6K;5'9;146lbs;38;77;69;50
177772;33;67;€475K;€4K;6'2;181lbs;46;60;61;89
228205;29;67;€600K;€1K;6'0;172lbs;31;69;69;71
165485;30;67;€550K;€4K;5'11;150lbs;60;74;84;68
241261;32;67;€600K;€5K;5'9;154lbs;43;75;75;63
194669;25;67;€950K;€5K;5'11;163lbs;69;72;68;57
231022;24;67;€875K;€12K;6'0;165lbs;41;67;61;60
205423;26;67;€950K;€2K;5'10;157lbs;41;74;65;53
213615;26;67;€ 0;€ 0;6'0;157lbs;23;62;39;53
219759;26;67;€900K;€2K;5'10;165lbs;45;79;79;65
222319;22;67;€1.1M;€1K;6'0;163lbs;28;72;80;76
225391;27;67;€800K;€2K;6'0;165lbs;56;67;62;63
235887;20;67;€1.3M;€14K;5'9;161lbs;54;76;67;53
226416;28;67;€625K;€3K;6'4;194lbs;27;58;54;90
230768;20;67;€1.2M;€19K;5'9;170lbs;75;67;67;32
237424;21;67;€1.2M;€7K;5'11;150lbs;42;68;61;58
239728;23;67;€1.1M;€2K;6'0;161lbs;38;70;61;79
211825;24;67;€950K;€3K;5'7;150lbs;67;70;73;63
240753;18;67;€1.6M;€10K;6'0;176lbs;32;73;59;65
182897;29;67;€600K;€4K;6'1;176lbs;9;43;26;61
220786;22;67;€1.1M;€2K;6'1;165lbs;33;88;73;63
238450;24;67;€900K;€8K;6'5;196lbs;21;66;67;87
211827;24;67;€750K;€3K;6'4;190lbs;17;40;30;68
213107;27;67;€ 0;€ 0;6'2;176lbs;46;65;68;83
164467;32;67;€600K;€17K;5'5;130lbs;66;72;79;31
241011;26;67;€900K;€4K;5'9;165lbs;47;80;63;61
180339;29;67;€750K;€5K;5'9;143lbs;67;73;67;57
212340;26;67;€775K;€2K;5'10;161lbs;50;68;81;67
225908;19;67;€1.3M;€9K;6'3;172lbs;36;72;65;72
227700;23;67;€1.1M;€4K;6'2;172lbs;27;80;76;76
233588;25;67;€825K;€7K;6'1;163lbs;46;51;65;72
183412;29;67;€600K;€3K;6'2;176lbs;24;49;63;80
183924;30;67;€550K;€2K;5'8;165lbs;57;70;85;75
11381;36;67;€100K;€2K;6'1;179lbs;11;37;27;54
230261;34;67;€230K;€5K;5'10;172lbs;62;52;83;70
237429;23;67;€1M;€4K;6'0;170lbs;42;62;71;73
145014;31;67;€525K;€2K;6'0;165lbs;55;65;74;72
214390;30;67;€700K;€2K;5'10;163lbs;67;68;67;70
230262;26;67;€825K;€5K;5'11;172lbs;68;71;60;74
235126;21;67;€1.4M;€2K;5'6;143lbs;37;91;74;34
118646;33;67;€475K;€3K;5'10;148lbs;66;64;69;69
201847;24;67;€700K;€3K;6'5;185lbs;21;38;24;65
213367;25;67;€825K;€3K;5'8;154lbs;39;69;76;64
218743;23;67;€1.1M;€1K;5'9;163lbs;45;71;78;58
190583;26;67;€900K;€12K;6'4;190lbs;29;67;75;81
135032;33;67;€450K;€5K;5'10;161lbs;53;37;65;67
222328;21;67;€925K;€3K;6'0;185lbs;31;71;72;69
244344;21;67;€900K;€1K;5'11;161lbs;44;88;74;56
134777;34;67;€230K;€2K;6'2;172lbs;52;35;60;71
233849;23;67;€850K;€2K;5'10;163lbs;39;78;70;67
212346;28;67;€750K;€3K;5'10;150lbs;70;71;75;52
221050;27;67;€625K;€3K;5'9;159lbs;60;77;79;61
223354;25;67;€950K;€1K;5'7;154lbs;63;84;65;46
224378;24;67;€875K;€5K;6'2;172lbs;17;62;63;79
238970;25;67;€925K;€5K;5'10;150lbs;60;78;90;64
243834;18;67;€1.3M;€15K;6'0;161lbs;47;77;62;59
192890;28;67;€750K;€4K;5'7;152lbs;58;79;70;63
198011;26;67;€900K;€4K;6'4;190lbs;29;60;72;90
211067;23;67;€875K;€20K;6'2;179lbs;21;59;66;72
211323;23;67;€900K;€4K;6'0;165lbs;33;66;36;69
222587;23;67;€900K;€2K;6'0;165lbs;28;75;74;66
224123;25;67;€950K;€8K;5'8;154lbs;35;60;78;55
165243;31;67;€525K;€2K;6'0;168lbs;37;68;60;72
239483;26;67;€800K;€2K;6'2;187lbs;39;56;48;83
240507;17;67;€1.5M;€15K;5'3;134lbs;68;69;57;32
230268;26;67;€825K;€9K;5'10;163lbs;68;51;54;52
213117;28;67;€775K;€3K;5'10;163lbs;49;90;62;56
228221;25;67;€750K;€2K;6'2;168lbs;19;46;45;60
232573;25;67;€850K;€2K;5'11;161lbs;42;71;74;71
236669;21;67;€1.5M;€5K;5'6;152lbs;51;73;77;73
243581;24;67;€1M;€5K;6'2;190lbs;77;61;66;75
244605;23;67;€1M;€1K;6'0;176lbs;45;67;66;69
215422;23;67;€950K;€1K;5'11;168lbs;35;78;80;69
226431;19;67;€1.3M;€8K;5'6;134lbs;29;85;66;43
170879;30;67;€575K;€16K;6'1;159lbs;33;54;64;72
173695;31;67;€525K;€3K;5'11;150lbs;30;67;66;71
190079;27;67;€800K;€2K;5'7;163lbs;64;71;70;56
221824;28;67;€750K;€7K;5'9;152lbs;64;75;75;64
223104;25;67;€950K;€12K;5'10;154lbs;59;75;77;56
229248;25;67;€950K;€2K;5'11;165lbs;67;67;65;68
241025;21;67;€1.1M;€4K;6'1;174lbs;45;75;65;70
183425;27;67;€825K;€6K;6'4;168lbs;48;77;72;88
191105;28;67;€600K;€3K;6'0;159lbs;49;85;87;65
206210;24;67;€1M;€2K;5'9;150lbs;43;74;77;59
243586;25;67;€1M;€6K;6'0;165lbs;33;65;65;68
198019;27;67;€825K;€3K;6'1;190lbs;39;73;73;78
205443;28;67;€800K;€3K;6'3;174lbs;33;77;66;79
214915;26;67;€850K;€2K;5'9;161lbs;44;72;80;67
219779;24;67;€975K;€3K;5'8;154lbs;33;90;74;78
161667;31;67;€525K;€3K;5'7;154lbs;62;67;75;81
230019;24;67;€800K;€2K;5'6;148lbs;42;80;73;48
238979;29;67;€600K;€5K;6'3;176lbs;30;59;69;85
239747;20;67;€1.3M;€7K;6'2;192lbs;40;78;53;76
192643;31;67;€675K;€3K;5'8;159lbs;76;54;59;62
212100;21;67;€1.1M;€9K;5'9;163lbs;38;79;61;64
219780;24;67;€850K;€3K;5'9;152lbs;49;65;69;64
186756;31;67;€675K;€3K;5'6;130lbs;71;76;60;65
199813;26;67;€850K;€4K;6'0;181lbs;49;70;84;84
136069;37;67;€100K;€2K;6'2;181lbs;41;31;52;74
214661;24;67;€1M;€8K;5'8;168lbs;46;68;73;67
223877;22;67;€900K;€3K;5'11;168lbs;36;76;68;67
224389;21;67;€1.3M;€2K;5'9;152lbs;59;80;62;66
230789;22;67;€1.1M;€3K;5'7;154lbs;57;75;64;51
189573;25;67;€900K;€3K;5'10;146lbs;60;76;71;72
204422;26;67;€750K;€2K;6'1;176lbs;40;48;76;78
205190;26;67;€800K;€7K;5'11;161lbs;26;51;61;74
152454;30;67;€725K;€4K;6'0;176lbs;59;85;90;78
217990;27;67;€700K;€2K;6'0;181lbs;46;70;75;82
224134;26;67;€725K;€3K;5'8;170lbs;33;66;81;71
188038;29;67;€575K;€6K;6'1;176lbs;50;62;65;77
143751;31;67;€500K;€6K;5'9;146lbs;33;67;81;63
219527;25;67;€825K;€2K;5'9;146lbs;42;68;78;66
231815;21;67;€975K;€6K;6'0;159lbs;47;63;57;75
234119;20;67;€1.5M;€3K;5'9;157lbs;75;74;66;46
243591;25;67;€1M;€2K;6'0;165lbs;41;65;70;69
186503;30;67;€550K;€3K;6'0;170lbs;50;68;83;68
191111;29;67;€575K;€2K;6'0;161lbs;63;86;90;65
201352;27;67;€600K;€4K;6'2;181lbs;18;43;34;55
204424;23;67;€725K;€1K;6'0;179lbs;15;47;33;63
238984;25;67;€925K;€2K;5'9;154lbs;36;84;70;47
241032;23;67;€1M;€3K;5'8;137lbs;39;66;80;57
236169;30;67;€725K;€9K;5'11;157lbs;71;76;78;67
189833;28;67;€600K;€3K;5'10;170lbs;37;76;91;72
144010;32;67;€450K;€6K;5'9;154lbs;64;63;65;62
211850;27;67;€900K;€1K;5'10;179lbs;73;78;80;60
213642;22;67;€1.1M;€29K;6'0;161lbs;42;73;62;65
223114;27;67;€800K;€5K;5'10;163lbs;41;68;47;70
171402;32;67;€575K;€3K;5'7;150lbs;66;67;69;53
195722;33;67;€290K;€3K;5'8;161lbs;49;69;73;56
203915;29;67;€600K;€2K;6'2;172lbs;32;54;71;75
221323;20;67;€1.5M;€8K;6'1;170lbs;33;63;68;81
224395;25;67;€925K;€2K;5'11;152lbs;62;78;81;57
232843;21;67;€1.3M;€5K;5'7;150lbs;45;75;70;49
234891;21;67;€1.3M;€4K;6'0;161lbs;63;66;73;55
239755;23;67;€1.1M;€4K;5'9;137lbs;58;88;70;46
224140;30;67;€575K;€1K;5'11;183lbs;37;69;91;87
238988;22;67;€1M;€3K;5'11;143lbs;30;81;72;51
177804;29;67;€725K;€2K;5'11;172lbs;57;64;74;72
220045;21;67;€1.2M;€14K;5'9;148lbs;55;76;63;44
223117;29;67;€575K;€3K;6'0;165lbs;48;82;75;75
234893;26;67;€900K;€2K;5'9;170lbs;59;66;62;60
236173;30;67;€725K;€11K;5'9;157lbs;64;67;56;60
213646;24;67;€700K;€2K;6'5;216lbs;15;28;24;74
220558;24;67;€975K;€6K;5'11;168lbs;63;54;75;61
227982;21;67;€1.1M;€3K;5'10;150lbs;61;62;70;66
238222;20;67;€1.2M;€6K;6'1;170lbs;37;89;88;70
177294;30;67;€ 0;€ 0;6'0;161lbs;57;69;91;72
200592;29;67;€725K;€3K;5'11;163lbs;62;81;71;72
221328;24;67;€1M;€3K;6'1;176lbs;63;64;79;75
224144;27;67;€800K;€4K;5'9;141lbs;42;82;62;40
230288;26;67;€825K;€10K;6'0;165lbs;62;82;72;53
230800;21;67;€1.3M;€14K;6'0;168lbs;57;64;60;72
235152;18;67;€1.3M;€9K;5'8;141lbs;64;72;66;54
244624;21;67;€1.1M;€6K;5'9;150lbs;40;69;61;60
179856;36;67;€240K;€2K;5'6;168lbs;62;55;69;63
201873;29;67;€625K;€2K;6'3;216lbs;19;33;21;64
214929;23;67;€900K;€2K;5'9;150lbs;71;77;70;55
239249;19;67;€1.5M;€14K;6'1;170lbs;42;57;74;69
244625;20;67;€975K;€6K;5'9;150lbs;34;69;69;64
201362;30;67;€575K;€3K;6'2;172lbs;68;56;53;80
208018;24;67;€825K;€3K;6'2;168lbs;54;63;72;71
229266;20;67;€1M;€6K;6'4;168lbs;32;55;57;74
239250;18;67;€1.6M;€21K;6'0;161lbs;48;70;68;74
201875;29;67;€600K;€2K;6'2;190lbs;17;53;40;52
207763;24;67;€825K;€6K;5'8;170lbs;64;71;74;74
215443;23;67;€1M;€2K;5'9;154lbs;54;82;72;62
223123;29;67;€750K;€5K;6'2;174lbs;64;59;64;78
232595;24;67;€1M;€3K;5'9;159lbs;39;68;90;67
239763;19;67;€1.4M;€3K;5'9;152lbs;29;76;59;30
201621;26;67;€ 0;€ 0;6'2;165lbs;22;77;69;77
215701;28;67;€750K;€3K;5'10;170lbs;62;64;78;65
216981;22;67;€1.2M;€3K;6'1;187lbs;33;86;74;78
224149;22;67;€1.1M;€7K;5'11;161lbs;39;72;62;66
227477;22;67;€1.1M;€3K;6'1;172lbs;15;45;39;58
228245;25;67;€950K;€3K;5'10;163lbs;70;74;70;62
232597;29;67;€575K;€4K;5'9;132lbs;32;70;71;54
237461;24;67;€1.1M;€3K;6'0;174lbs;49;80;61;70
237973;20;67;€1.2M;€1K;6'0;163lbs;52;73;68;52
241301;21;67;€1.1M;€1K;5'10;141lbs;70;72;65;52
189077;28;67;€775K;€3K;5'11;196lbs;48;80;58;66
212118;22;67;€1M;€8K;5'10;154lbs;71;61;72;53
213654;22;67;€1.1M;€3K;6'0;161lbs;37;71;74;69
224150;24;67;€975K;€7K;6'0;161lbs;42;66;72;73
231318;20;67;€1.2M;€7K;5'8;150lbs;59;69;65;59
200855;25;67;€800K;€4K;5'9;148lbs;37;81;84;69
232599;21;67;€925K;€3K;5'11;168lbs;44;77;74;70
240023;27;67;€900K;€3K;6'1;161lbs;65;69;59;62
176023;33;67;€290K;€3K;6'0;161lbs;77;75;67;75
242327;27;67;€850K;€1K;5'7;154lbs;59;70;62;52
244375;24;67;€925K;€1K;5'10;161lbs;56;67;71;52
184471;29;67;€750K;€16K;5'7;154lbs;70;58;54;56
198040;29;67;€525K;€8K;6'4;187lbs;11;52;40;62
209816;24;67;€875K;€3K;6'2;192lbs;41;66;66;84
239768;25;67;€800K;€2K;5'11;163lbs;43;76;71;76
186776;30;67;€725K;€2K;5'6;139lbs;65;78;71;49
205465;30;67;€725K;€8K;6'2;168lbs;62;70;76;77
206489;25;67;€800K;€4K;6'0;176lbs;67;74;66;70
207769;32;67;€600K;€4K;6'3;174lbs;29;32;33;77
156313;33;67;€300K;€3K;5'11;194lbs;26;45;74;87
224665;20;67;€1.7M;€2K;5'8;146lbs;42;75;55;56
238489;25;67;€750K;€5K;6'1;181lbs;18;49;28;69
239513;19;67;€1.1M;€2K;6'4;172lbs;39;85;76;73
144282;31;67;€675K;€6K;5'8;150lbs;67;74;52;48
219546;24;67;€900K;€1K;6'0;159lbs;37;85;89;67
214684;31;67;€675K;€2K;5'10;157lbs;50;67;68;74
225692;21;67;€975K;€5K;5'9;161lbs;36;70;79;59
227740;23;67;€1.1M;€1K;6'3;183lbs;26;37;58;91
233372;22;67;€1.2M;€6K;5'5;137lbs;58;84;66;41
204445;29;67;€575K;€3K;5'11;157lbs;43;79;76;75
219293;22;67;€875K;€2K;6'3;176lbs;40;68;72;74
229277;22;67;€875K;€6K;6'0;179lbs;39;68;68;69
232861;28;67;€775K;€3K;5'9;159lbs;54;67;69;71
178589;29;67;€575K;€4K;5'10;157lbs;66;68;87;68
194717;29;67;€750K;€5K;5'10;163lbs;74;73;70;60
211870;28;67;€800K;€4K;6'0;161lbs;61;78;76;68
214175;26;67;€825K;€2K;5'7;154lbs;40;59;84;76
223135;28;67;€625K;€10K;6'2;179lbs;35;39;68;79
234399;20;67;€1.7M;€7K;6'0;165lbs;42;68;54;53
198816;34;67;€230K;€2K;6'0;172lbs;72;54;76;73
201888;24;67;€975K;€6K;5'9;157lbs;44;82;85;74
205216;26;67;€775K;€4K;5'10;168lbs;45;64;67;76
220832;23;67;€1.2M;€1K;5'6;146lbs;68;82;73;36
228768;21;67;€1.3M;€18K;5'10;150lbs;33;77;59;63
236192;34;67;€400K;€6K;6'0;165lbs;48;76;75;56
204449;27;67;€625K;€5K;5'11;152lbs;40;67;83;64
214689;36;67;€240K;€1K;5'9;148lbs;52;42;69;67
221601;23;67;€950K;€2K;6'4;194lbs;18;48;40;77
231841;21;67;€1.1M;€1K;6'0;154lbs;12;26;27;58
167841;29;67;€750K;€5K;5'7;150lbs;72;74;73;67
243617;27;67;€900K;€4K;6'2;183lbs;39;72;73;80
203426;26;67;€925K;€2K;5'9;152lbs;48;65;87;57
211874;25;67;€775K;€2K;6'2;190lbs;27;67;34;80
236194;30;67;€725K;€6K;6'0;170lbs;70;55;54;59
240290;25;67;€975K;€10K;5'11;194lbs;33;69;71;89
193442;27;67;€775K;€3K;5'7;157lbs;71;54;52;66
202915;27;67;€750K;€3K;6'0;174lbs;34;60;69;71
214435;29;67;€600K;€2K;5'8;148lbs;51;70;80;52
216483;22;67;€1.1M;€4K;5'7;148lbs;47;84;64;42
231587;22;67;€1.1M;€3K;5'8;148lbs;41;68;93;74
240035;25;67;€925K;€1K;6'2;185lbs;62;73;65;69
190883;30;67;€550K;€3K;5'9;150lbs;55;70;74;66
126883;31;67;€525K;€5K;5'11;176lbs;48;69;72;65
209316;23;67;€975K;€2K;5'10;163lbs;72;63;40;60
234660;22;67;€1.1M;€15K;5'10;163lbs;46;68;72;75
188836;27;67;€650K;€11K;6'2;174lbs;15;36;29;55
209317;26;67;€825K;€6K;6'0;163lbs;61;73;66;57
225445;26;67;€825K;€3K;5'8;152lbs;47;79;60;45
229797;24;67;€1M;€4K;5'9;148lbs;40;76;73;59
242341;21;67;€1.1M;€4K;6'2;157lbs;46;73;56;62
183973;29;67;€675K;€3K;5'10;154lbs;29;60;73;74
184229;30;67;€550K;€2K;5'11;172lbs;57;77;82;75
202662;27;67;€800K;€5K;5'9;161lbs;57;72;58;56
228774;20;67;€1.2M;€2K;5'11;154lbs;58;70;65;62
242342;20;67;€1.3M;€5K;5'8;159lbs;65;73;71;60
203431;25;67;€925K;€4K;5'10;168lbs;40;75;70;73
